$$CostBook.Name$Product.StockKeepingUnit$CurrencyIsoCode,Cost,CostBook.Name,CurrencyIsoCode,Description,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit
Standard Cost Book;QB-SUPP-1000;CHF,4060.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1000
Standard Cost Book;QB-SUPP-1000;JPY,813820,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1000
Standard Cost Book;QB-SUPP-1005;USD,3392.16,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-SUPP-1005;GBP,2536.5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-SUPP-1005;EUR,2973,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-SUPP-1005;AUD,4851.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-SUPP-1005;CAD,4779.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-SUPP-1005;CHF,2760.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-SUPP-1005;JPY,553216,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-TOKENS-PACK;USD,25.28,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TOKENS-PACK;GBP,19,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TOKENS-PACK;EUR,22,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TOKENS-PACK;AUD,36,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TOKENS-PACK;CAD,35.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TOKENS-PACK;CHF,20.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TOKENS-PACK;JPY,4123,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TRN-ESSNTLS;USD,2301.93,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-ESSNTLS;GBP,1721,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-ESSNTLS;EUR,2017.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-ESSNTLS;AUD,3292,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-ESSNTLS;CAD,3243.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-ESSNTLS;CHF,1873,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-ESSNTLS;JPY,375414,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-FUND;USD,1533.67,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-TRN-FUND;GBP,1147,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-TRN-FUND;EUR,1344,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-TRN-FUND;AUD,2193.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-TRN-FUND;CAD,2161,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-TRN-FUND;CHF,1248,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-TRN-FUND;JPY,250121,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-VegaX200;USD,5700.09,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;QB-VegaX200;GBP,4262,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;QB-VegaX200;EUR,4995.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;QB-VegaX200;AUD,8152,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;QB-VegaX200;CAD,8031.5,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;QB-VegaX200;CHF,4638.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;QB-VegaX200;JPY,929609,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;TEST-SUB;USD,6.51,Standard Cost Book,USD,,2024-01-01T17:00:00.000+0000,,TEST-SUB
Standard Cost Book;TEST-SUB;GBP,5,Standard Cost Book,GBP,,2024-01-01T17:00:00.000+0000,,TEST-SUB
Standard Cost Book;TEST-SUB;EUR,5.5,Standard Cost Book,EUR,,2024-01-01T17:00:00.000+0000,,TEST-SUB
Standard Cost Book;TEST-SUB;AUD,9.5,Standard Cost Book,AUD,,2024-01-01T17:00:00.000+0000,,TEST-SUB
Standard Cost Book;TEST-SUB;CAD,9,Standard Cost Book,CAD,,2024-01-01T17:00:00.000+0000,,TEST-SUB
Standard Cost Book;TEST-SUB;CHF,5.5,Standard Cost Book,CHF,,2024-01-01T17:00:00.000+0000,,TEST-SUB
Standard Cost Book;TEST-SUB;JPY,1062,Standard Cost Book,JPY,,2024-01-01T17:00:00.000+0000,,TEST-SUB
